BRook1,BKnight1,BBishop1,BKing,BQueen1,BBishop2,BRook2,BPawn1,BPawn2,BPawn3,BPawn4,BPawn5,BPawn6,BPawn7,BPawn8,BKnight2,WPawn1,WPawn2,WPawn3,WPawn4,WPawn5,WPawn6,WPawn7,WPawn8,WRook1,WKnight1,WBishop1,WKing,WQueen1,WBishop2,WKnight2,WRook2,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,move_range_num
64.0,63.0,45.0,61.0,53.0,0.0,57.0,56.0,55.0,51.0,50.0,49.0,37.0,0.0,0.0,43.0,23.0,21.0,15.0,14.0,10.0,9.0,0.0,0.0,8.0,22.0,13.0,5.0,4.0,0.0,19.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2871
64.0,46.0,45.0,61.0,53.0,0.0,57.0,56.0,55.0,51.0,50.0,49.0,37.0,0.0,0.0,43.0,23.0,21.0,15.0,14.0,10.0,9.0,0.0,0.0,8.0,29.0,13.0,5.0,4.0,0.0,22.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3951
64.0,43.0,45.0,61.0,53.0,0.0,57.0,56.0,55.0,51.0,50.0,49.0,37.0,0.0,0.0,29.0,23.0,21.0,15.0,14.0,10.0,9.0,0.0,0.0,8.0,22.0,20.0,5.0,4.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2863
64.0,43.0,45.0,61.0,53.0,0.0,57.0,56.0,55.0,51.0,50.0,37.0,33.0,0.0,0.0,0.0,23.0,21.0,15.0,14.0,10.0,9.0,0.0,0.0,8.0,22.0,29.0,5.0,4.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3056
64.0,43.0,45.0,61.0,53.0,0.0,57.0,56.0,55.0,51.0,42.0,37.0,33.0,0.0,0.0,0.0,23.0,21.0,15.0,14.0,10.0,9.0,0.0,0.0,8.0,22.0,29.0,5.0,25.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3128
64.0,43.0,45.0,61.0,53.0,0.0,57.0,56.0,55.0,51.0,34.0,33.0,0.0,0.0,0.0,0.0,23.0,21.0,15.0,14.0,10.0,9.0,0.0,0.0,8.0,37.0,29.0,5.0,25.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2616
64.0,43.0,45.0,61.0,52.0,0.0,57.0,56.0,55.0,51.0,33.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,15.0,14.0,10.0,9.0,0.0,0.0,8.0,37.0,29.0,5.0,34.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3327
64.0,0.0,45.0,61.0,52.0,0.0,41.0,56.0,55.0,51.0,33.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,15.0,14.0,10.0,9.0,0.0,0.0,8.0,43.0,29.0,5.0,34.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3568
64.0,0.0,45.0,61.0,43.0,0.0,0.0,56.0,55.0,51.0,33.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,15.0,14.0,10.0,9.0,0.0,0.0,8.0,0.0,29.0,5.0,41.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3255
64.0,0.0,52.0,61.0,0.0,0.0,0.0,56.0,55.0,51.0,33.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,15.0,14.0,10.0,9.0,0.0,0.0,8.0,0.0,43.0,5.0,41.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2822
64.0,0.0,52.0,53.0,0.0,0.0,0.0,56.0,55.0,51.0,33.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,15.0,14.0,10.0,9.0,0.0,0.0,8.0,0.0,43.0,5.0,57.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3832
64.0,0.0,0.0,52.0,0.0,0.0,0.0,56.0,55.0,51.0,33.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,15.0,14.0,10.0,9.0,0.0,0.0,8.0,0.0,0.0,5.0,57.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3327
0.0,0.0,0.0,45.0,0.0,0.0,0.0,56.0,55.0,51.0,33.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,15.0,14.0,10.0,9.0,0.0,0.0,8.0,0.0,0.0,5.0,64.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3257
0.0,0.0,0.0,54.0,0.0,0.0,0.0,55.0,51.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,15.0,14.0,10.0,9.0,0.0,0.0,8.0,0.0,0.0,5.0,56.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2824
0.0,0.0,0.0,63.0,0.0,0.0,0.0,55.0,51.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,15.0,14.0,10.0,9.0,0.0,0.0,8.0,0.0,0.0,5.0,38.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400
0.0,0.0,0.0,63.0,0.0,0.0,0.0,55.0,43.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,15.0,14.0,10.0,9.0,0.0,0.0,8.0,0.0,0.0,5.0,52.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3192
0.0,0.0,0.0,63.0,0.0,0.0,0.0,55.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,15.0,14.0,10.0,9.0,0.0,0.0,8.0,0.0,0.0,5.0,43.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040
0.0,0.0,0.0,63.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,15.0,14.0,10.0,9.0,0.0,0.0,8.0,0.0,0.0,5.0,25.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3448
0.0,0.0,0.0,55.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,21.0,15.0,14.0,10.0,9.0,0.0,0.0,8.0,0.0,0.0,5.0,31.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3960
0.0,0.0,0.0,46.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,23.0,21.0,15.0,10.0,9.0,0.0,0.0,8.0,0.0,0.0,5.0,31.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3447
0.0,0.0,0.0,55.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,29.0,23.0,15.0,10.0,9.0,0.0,0.0,8.0,0.0,0.0,5.0,31.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2888
0.0,0.0,0.0,46.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,29.0,23.0,15.0,10.0,9.0,0.0,0.0,8.0,0.0,0.0,5.0,31.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3447
